# Make a gift redirects
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Women%27s Health&Other=Reproductive Endocrinology and Infertility Research Fund - DESCRT (B7581)&AppealCode=DESCR	https://giving.ucsf.edu/fund/01t8Z00000AdaZzQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Fetal Treatment Center (B1510)	https://giving.ucsf.edu/fund/01t8Z00000BdTo1QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Department of Pediatrics&ACode=B2421	https://giving.ucsf.edu/fund/01t8Z00000BdToGQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Psychiatry&ACode=B2206	https://giving.ucsf.edu/fund/01t8Z00000BdToHQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B7424	https://giving.ucsf.edu/fund/01t8Z00000BdToMQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B7424	https://giving.ucsf.edu/fund/01t8Z00000BdToMQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B2745	https://giving.ucsf.edu/fund/01t8Z00000BdTpIQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B2745	https://giving.ucsf.edu/fund/01t8Z00000BdTpIQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Diabetes&ACode=B2957	https://giving.ucsf.edu/fund/01t8Z00000BdTpOQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Department of Medicine	https://giving.ucsf.edu/fund/01t8Z00000BdTpqQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=AIDS&ACode=B0374	https://giving.ucsf.edu/fund/01t8Z00000BdTq5QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B1561	https://giving.ucsf.edu/fund/01t8Z00000BdTqBQAV
makeagift.ucsf.edu/site/RedirectHandler?key=BrainTumorCenter	https://giving.ucsf.edu/fund/01t8Z00000BdTqpQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&ACode=B7873&AppealCode=UCW9M	https://giving.ucsf.edu/fund/01t8Z00000BdTqTQAV?appealCode=UCW9M
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=AIDS&ACode=B0382	https://giving.ucsf.edu/fund/01t8Z00000BdTrEQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=AIDS&ACode=B2791	https://giving.ucsf.edu/fund/01t8Z00000BdTsIQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Department of Pathology	https://giving.ucsf.edu/fund/01t8Z00000BdTsvQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Neurosciences&ACode=B2396	https://giving.ucsf.edu/fund/01t8Z00000BdTt3QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Transplant&ACode=B1472	https://giving.ucsf.edu/fund/01t8Z00000BdTtAQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Transplant&ACode=B1472	https://giving.ucsf.edu/fund/01t8Z00000BdTtAQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Wraparound Gift Fund - ID 7012995	https://giving.ucsf.edu/fund/01t8Z00000BdTtfQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Liver Transplant FundzzzR80695&AppealCode=22TLTRW	https://giving.ucsf.edu/fund/01t8Z00000BdTttQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Liver Transplant FundzzzR80695&AppealCode=22TLTRW	https://giving.ucsf.edu/fund/01t8Z00000BdTttQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B7161	https://giving.ucsf.edu/fund/01t8Z00000BdTu7QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B7161	https://giving.ucsf.edu/fund/01t8Z00000BdTu7QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B2668	https://giving.ucsf.edu/fund/01t8Z00000BdTunQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Cancer&Other=Cancer Immunotherapy Program (B7447)	https://giving.ucsf.edu/fund/01t8Z00000BdTuuQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Orthopaedics&ACode=B0497	https://giving.ucsf.edu/fund/01t8Z00000BdTuUQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Addiction&ACode=B0414&GiftChoice=500	https://giving.ucsf.edu/fund/01t8Z00000BdTv6QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Family and Community Medicine&ACode=B0298	https://giving.ucsf.edu/fund/01t8Z00000BdTvuQAF
makeagift.ucsf.edu/site/RedirectHandler?key=sabre	https://giving.ucsf.edu/fund/01t8Z00000BdTvZQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&ACode=B8978&AppealCode=ZCA13	https://giving.ucsf.edu/fund/01t8Z00000BdTw5QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Women's Health&ACode=B2872	https://giving.ucsf.edu/fund/01t8Z00000BdTwCQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy&ACode=B0787	https://giving.ucsf.edu/fund/01t8Z00000BdTwJQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Diabetes&ACode=B1498	https://giving.ucsf.edu/fund/01t8Z00000BdTwtQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Diabetes&ACode=B1498	https://giving.ucsf.edu/fund/01t8Z00000BdTwtQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Family and Community Medicine&ACode=B2660	https://giving.ucsf.edu/fund/01t8Z00000BdTx9QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Cancer&ACode=B2498	https://giving.ucsf.edu/fund/01t8Z00000BdTxaQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Ear, Nose and Throat&ACode=B1290	https://giving.ucsf.edu/fund/01t8Z00000BdTxlQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Psychiatry&ACode=B3387	https://giving.ucsf.edu/fund/01t8Z00000BdTyHQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Division of Pulmonary&ACode=B3225	https://giving.ucsf.edu/fund/01t8Z00000BdTyiQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Latinx Center of Excellence&GiftChoice=50	https://giving.ucsf.edu/fund/01t8Z00000BdU01QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=UCSF Musculoskeletal Center&NONCE_TOKEN=0010DA4209E3FD5D6BCD2BFF75DB1072(B9251);	https://giving.ucsf.edu/fund/01t8Z00000BdU04QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&AppealCode=SD7WB	https://giving.ucsf.edu/fund/01t8Z00000BdU06QAF?appealCode=SD7WB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Cancer&ACode=B0587	https://giving.ucsf.edu/fund/01t8Z00000BdU0OQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Cancer&ACode=B0587	https://giving.ucsf.edu/fund/01t8Z00000BdU0OQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Cancer&ACode=B0587	https://giving.ucsf.edu/fund/01t8Z00000BdU0OQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B2667	https://giving.ucsf.edu/fund/01t8Z00000BdU1DQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Endocrine Surgical Oncology Lab	https://giving.ucsf.edu/fund/01t8Z00000BdU1rQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy&ACode=B2252	https://giving.ucsf.edu/fund/01t8Z00000BdU2cQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy&ACode=B2252	https://giving.ucsf.edu/fund/01t8Z00000BdU2cQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy&ACode=B2252	https://giving.ucsf.edu/fund/01t8Z00000BdU2cQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy&ACode=B2252	https://giving.ucsf.edu/fund/01t8Z00000BdU2cQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy&ACode=B2252	https://giving.ucsf.edu/fund/01t8Z00000BdU2cQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy&ACode=B2252	https://giving.ucsf.edu/fund/01t8Z00000BdU2cQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Center for Children%27s Oral Health Research - Dr. Den Besten zzzB7418	https://giving.ucsf.edu/fund/01t8Z00000BdU3MQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Center for Children%27s Oral Health Research - Dr. Den Besten zzzB7418	https://giving.ucsf.edu/fund/01t8Z00000BdU3MQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B2582	https://giving.ucsf.edu/fund/01t8Z00000BdU3SQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Medical Education&AppealCode=11MWEB&ACode=B0205	https://giving.ucsf.edu/fund/01t8Z00000BdU4iQAF?appealCode=11MWEB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy	https://giving.ucsf.edu/fund/01t8Z00000BdU4LQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy	https://giving.ucsf.edu/fund/01t8Z00000BdU4LQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Nursing&ACode=B1607	https://giving.ucsf.edu/fund/01t8Z00000BdU4wQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_IndividualGivingForm&Primary=Thoracic Oncology&Allocation=Thoracic Oncology Annual Fund&AllocationCode=B1260&SchoolCode=MED	https://giving.ucsf.edu/fund/01t8Z00000BdU54QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_IndividualGivingForm&Primary=Thoracic Oncology&Allocation=Thoracic Oncology Annual Fund&AllocationCode=B1260&SchoolCode=MED	https://giving.ucsf.edu/fund/01t8Z00000BdU54QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_IndividualGivingForm&Primary=Thoracic Oncology&Allocation=Thoracic Oncology Annual Fund&AllocationCode=B1802&SchoolCode=MED	https://giving.ucsf.edu/fund/01t8Z00000BdU54QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_IndividualGivingForm&Primary=Thoracic Oncology&Allocation=Thoracic Oncology Annual Fund&AllocationCode=B1802&SchoolCode=MED	https://giving.ucsf.edu/fund/01t8Z00000BdU54QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B2167	https://giving.ucsf.edu/fund/01t8Z00000BdU5FQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&ACode=B2167	https://giving.ucsf.edu/fund/01t8Z00000BdU5FQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Dentistry&Other=Pediatric Dental Clinic (B7135)	https://giving.ucsf.edu/fund/other?giftComments=Pediatric Dental Clinic (B7135)
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Benioff Children%27s Hospital&Other=UCSF Chronic Illness Center Fund (B7690)	https://giving.ucsf.edu/fund/other?giftComments=UCSF Chronic Illness Center Fund (B7690)
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Medical Scientist Training Program (B1975)&AppealCode=MSTPW	https://giving.ucsf.edu/fund/01t8Z00000AdahKQAR?appealCode=MSTPW
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Global Action in Nursing (GAIN) (B8014)	https://giving.ucsf.edu/fund/01t8Z00000AdaXxQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Geriatrics	https://giving.ucsf.edu/fund/other?giftComments=Geriatrics
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Severinghaus Endowment - S0085	https://giving.ucsf.edu/fund/other?giftComments=Severinghaus Endowment - S0085
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Benioff Center for Microbiome Medicine (B8092)	https://giving.ucsf.edu/fund/other?giftComments=Benioff Center for Microbiome Medicine (B8092)
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Pain and Addiction Research Center (B9181)&NONCE_TOKEN=78B8C4CAE867F0C7D14FB05EFE5B47AF	https://giving.ucsf.edu/fund/other?giftComments=Pain and Addiction Research Center (B9181)
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Nursing&GiftChoice=100&Other=Research of Kord Kober, Ph.D., Department of Physiological Nursing	https://giving.ucsf.edu/fund/other?giftComments=Research of Kord Kober, Ph.D., Department of Physiological Nursing&giftChoice=100
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Youth Outpatient Substance Use Program Fund (B9082)	https://giving.ucsf.edu/fund/01t8Z00000AdaXnQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Cancer&Other=Baskin Lab (B0656)	https://giving.ucsf.edu/fund/01t8Z00000BdToIQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=HOPE Consortium - Institute for Global Health Fund (B1800)&AppealCode=ZCA16	https://giving.ucsf.edu/fund/other?giftComments=HOPE Consortium - Institute for Global Health Fund (B1800)&appealCode=ZCA16
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=UCSF School of Nursing&ACode=B0730&AppealCode=11NWEB	https://giving.ucsf.edu/fund/01t8Z00000BdU4TQAV?appealCode=11NWEB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Neuroscience&ACode=B1871	https://giving.ucsf.edu/fund/01t8Z00000BdTzeQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Aaron Diaz Lab (Neurosurgery)	https://giving.ucsf.edu/fund/other?giftComments=Aaron Diaz Lab (Neurosurgery)
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Liver Disease	https://giving.ucsf.edu/fund/other?giftComments=Liver Disease
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Neuroscience&ACode=B0414	https://giving.ucsf.edu/fund/01t8Z00000BdTzaQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of  Rong Wang, Ph.D., Professor of Surgery	https://giving.ucsf.edu/fund/other?giftComments=Research of  Rong Wang, Ph.D., Professor of Surgery
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of Amar Nijagal, M.D., Assistant Professor of Surgery	https://giving.ucsf.edu/fund/other?giftComments=Research of Amar Nijagal, M.D., Assistant Professor of Surgery
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of Robert Raffai, Ph.D., Assistant Professor of Surgery	https://giving.ucsf.edu/fund/other?giftComments=Research of Robert Raffai, Ph.D., Assistant Professor of Surgery
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Dentistry&ACode=B3040	https://giving.ucsf.edu/fund/01t8Z00000BdU3dQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Dentistry&Other=Pediatric Dentistry Outreach (B7371)	https://giving.ucsf.edu/fund/other?giftComments=Pediatric Dentistry Outreach (B7371)
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of Sonja Schrepfer, M.D., Ph.D., Associate Professor of Surgery	https://giving.ucsf.edu/fund/other?giftComments=Research of Sonja Schrepfer, M.D., Ph.D., Associate Professor of Surgery
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&utm_source=bch&ACode=C12.1647&Other=BCH Oakland Center for the Vulnerable Child(817832)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAtQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Creative+Arts+Fund+(B2681)&utm_source=creative_arts&utm_medium=sharelink&utm_campaign=childlife	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9gQAB?utm_source=creative_arts&utm_medium=sharelink&utm_campaign=childlife
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSOAKGivingForm&Other=BCH Oakland NICU Operations ICN 7027915&source=bch	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9cQAB
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=VOICE Project (C10.8740)&utm_source=UCSF_voice_project&utm_medium=website&utm_campaign=Voice_Project	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaQXQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&utm_source=bch&utm_medium=social&utm_content=art_therapy&Other=BCH Art Therapy	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9gQAB?utm_source=bch&utm_medium=social&utm_content=art_therapy
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSOAKGivingForm&Other=BCH Oakland NICU 818129 (C10.2529)&source=bch	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTpMQAV
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSOAKGivingForm&Primary=CHO Alumni Network&AppealCode=KDC31&ACode=C0174	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTpMQAV
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Charlies+Medical+Clinic+(818164)&utm_source=bch	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAFQAZ?utm_source=bch
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Center for the Vulnerable Child (C12.1647)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAtQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&utm_source=bch&Other=William E Rhea Memorial Lectureship (818107)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAxQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Purpose=HEAL&Other=Healers Fund (C0183)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9wQAB
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&ACode=C10.2566&Other=Katie's Clinic %0A(ID 818166)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAKQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Creative+Arts+Fund+(B2681)&utm_source=bchs&utm_medium=social&utm_campaign=childlife	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9gQAB?utm_source=bchs&utm_medium=social&utm_campaign=childlife
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Primary=All Children Health&ACode=B9096&Purpose=AllKids&utm_source=bch&utm_medium=website&utm_campaign=health_equity2020&GiftChoice=undefined	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTpAQAV?utm_source=bch&utm_medium=website&utm_campaign=health_equity2020
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSOAKGivingForm&Other=BCH Oakland Post Graduate Medical Education (824050)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaQXQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Other=Center for Child Protection (CCP) Oakland	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9zQAB
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&ACode=C10.2561&Other=Oakland Pediatric Sickle Cell Anemia (818161)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAEQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Oakland Social Services (818135)&AppealCode=KDC24&utm_source=bch&utm_medium=do_outreach&utm_campaign=BCHO_Social_Services_2020	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaQhQAJ?appealCode=KDC24&utm_source=bch&utm_medium=do_outreach&utm_campaign=BCHO_Social_Services_2020
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSOAKGivingForm&Other=Social Services Oakland (836050)	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAnQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Diabetes  https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJAWA2
makeagift.ucsf.edu/cancerfund	https://giving.ucsf.edu/fund/01t8Z00000BdTvwQAF?appealCode=11EWEB&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
makeagift.ucsf.edu/giving	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV?appealCode=11YANNWG&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
makeagift.ucsf.edu/impact	https://giving.ucsf.edu/fund/01t8Z00000BdTvwQAF?appealCode=11YANNWE&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
makeagift.ucsf.edu/cancer	https://giving.ucsf.edu/fund/cancer-centers-greatest-needs/01t8Z00000BdTvwQAF?appealCode=11EWEB&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
makeagift.ucsf.edu/supporter	https://giving.ucsf.edu/category/0ZG8Z000000oYKNWA2?appealCode=11YANNWQ&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
makeagift.ucsf.edu/sustaining	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV?appealCode=11SWELS&donationType=monthly&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
